HIDROREY INDUSTRIAL,,,,,,,,,,,,,,,,,,,
Fecha:,,15/12/2025,,,,Catálogo de Productos,,,,,,,,,,Página:,,1,
Hora:,,14:23:05,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Clase,,,Clave,Nombre,Atributo,,Unidad,Grupo,,Subgrupo,Ma. Lo.,D. Vi.,,Tipo de Producto,,,,,Clave SAT
,ITEM 6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,993815,"DCORD, POWER 15MTS",,,PIEZA,,TENNANT,2,,,,REFACCIONES,,,,,
,POER CORD 15MTR/ 49FT UL,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,994309,"VR, TIRE, FOAM FILLED 260X85",,,PIEZA,,TENNANT,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,999000012,VALVULA PIE 3000PSI MAX 320º 3/8`` 1/4``,,,PIEZA,,ACCESORIOS,VALVULAS,,,,SEWER,,,,40151721,
,"999 000 012
VAL. DE PEDAL 3000PSI",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,999002305,"VALVULA PIE 4000PSI MAX 320º 3/8""X1/4""",,,PIEZA,,ACCESORIOS,VALVULAS,,,,SEWER,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,999061500,metering valve ST-61 w/o-ring,,,PIEZA,,ACCESORIOS,INYECTORES,,,,BOQUILLAS ALTA,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,9999,UNIDAD BASICA HIDROLAVADORA,,,PIEZA,,HIDROLAVAD,H.A.F.ELEC,,,,PAQHIDRO,,,,,
,,,,,,,,,,,,,,,,,,,
AUTOLAVADO,,,999926,ORINGS SEPARADOR P/ CODO INOX SW 90 E-5,,,JUEGO,,ACCESORIOS,BRAZOS,,,,CARWASH,,,,31181701,
,BRAZO GIRATORIO PA ZINCADO 1.5M       CODIGO 28350000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
AUTOLAVADO,,,999926C-2,ORINGS C-2 P/BRAZO,,,JUEGO,,ACCESORIOS,BRAZOS,,,,CARWASH,,,,,
,,,,,,,,,,,,,,,,,,,
AUTOLAVADO,,,999926M,ORINGS SEPARADOR P/ CODO BRAZO MECLINE,,,JUEGO,,ACCESORIOS,BRAZOS,,,,CARWASH,,,,31181701,
,ORINGS BRAZO GIRATORIO ZINCADO 1.5M MECLINE,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,99997,"PLATE, LOCK, WHEEL",,,PIEZA,,TENNANT,,,,,REFACCIONES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,A10T,ARRANCADOR TRIFASICO WEG 10HP 220V,,,PIEZA,,MOTORES,ELECTRICO,,,,PARTES,,,,,
,"incluye cable uso rudo, caja botonera, relevador y contactor",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,A12-30-1086,CONTACTOR A12 12A 440V 1SBL161001R8610,,,PIEZA,,MOTORES,ELECTRICO,,,,BOQUILLAS ALTA,,,,,
,ABB,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,A16-30-10-75,CONTACTOR A16-30-10-75,,,PIEZA,,MOTORES,ELECTRICO,,,,PARTES,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,A16-30-10-84,CONTACTOR A16-30-10 110-120V,,,PIEZA,,MOTORES,ELECTRICO,,,,PARTES,,,,,
,ABB,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,A180510,GASKET,,,PIEZA,,ANNOVI,XMA,,,,DESPIE BOMBAS,,,,,
,REFACC DE BOMBA ANNOVI XMA35G25,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,A20T,ARRANCADOR TRIFASICO WEG 20HP 220V,,,PIEZA,,MOTORES,ELECTRICO,,,,PARTES,,,,,
,"incluye caja metalica botonera, relevador y contactor",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,A215TC,MOTOR B/C 1F 4P 7.5HP 230/460 A215TC,,,PIEZA,,MOTORES,ELECTRICO,,,,X_OBSOLETOS,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,A25T,ARRANCADOR TRIFASICO WEG 25HP 220V,,,PIEZA,,MOTORES,ELECTRICO,,,,PARTES,,,,,
,"incluye cable uso rudo, caja botonera, relevador y contactor",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,A26-30-1026,CONTACTOR A26 26A 120V1SBL241001R2610ABB,,,PIEZA,,MOTORES,ELECTRICO,,,,BOQUILLAS ALTA,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,A26-30-1075,CONTACTOR A26 26A 220V 1SBL241001R7510,,,PIEZA,,MOTORES,ELECTRICO,,,,BOQUILLAS ALTA,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,A26301075,CONTACTOR A26 26A 220V 1SBL241001R7510 A,,,PIEZA,,MOTORES,ELECTRICO,,,,PARTES,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,A30-30-1075,CONTACTOR A30 30A 220V ABB1SBL281001R751,,,PIEZA,,MOTORES,ELECTRICO,,,,PARTES,,,,,
,CONTACTOR A30 30A 220V ABB1SBL281001R7510,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,A30-30-1081,CONTACTOR A30 30A 24V 1SBL281001R8110 AB,,,PIEZA,,MOTORES,ELECTRICO,,,,BOQUILLAS ALTA,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,A3B,ARRANCADOR MONOFASICO WEG 3HP 220V,,,PIEZA,,MOTORES,ELECTRICO,,,,PARTES,,,,,
,"incluye cable uso rudo, caja botonera, relevador y contactor",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A400119,"DISCO DE 19"" NEGRO",,,PIEZA,,TENNANT,FREGADORAS,,,,CONSUMIBLES,,,,,
,5 DISCOS POR PAQUETE,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A400319,"Disco Verde 19"" C/5",,,PIEZA,,TENNANT,FREGADORAS,,,,CONSUMIBLES,,,,31191506,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A401216,"DISCO DE 16"" BLANCOS",,,PIEZA,,TENNANT,FREGADORAS,,,,CONSUMIBLES,,,,,
,5 DISCOS (FIBRAS BLANCAS) POR PAQUETE,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A401219,"DISCO DE 19"" BLANCAS",,,PIEZA,,TENNANT,FREGADORAS,,,,CONSUMIBLES,,,,,
,5 DISCOS POR PAQUETE,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A404414,"DISCO DE 14"" ROJOS",,,PIEZA,,TENNANT,FREGADORAS,,,,CONSUMIBLES,,,,,
,5 DISCOS (FIBRAS BLANCAS) POR PAQUETE,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A404416,"DISCO DE 16"" ROJO",,,PIEZA,,TENNANT,FREGADORAS,,,,CONSUMIBLES,,,,,
,5 DISCOS (FIBRAS ROJAS) POR PAQUETE,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A404419,"FIBRA 19"" ROJA",,,PIEZA,,TENNANT,FREGADORAS,,,,CONSUMIBLES,,,,,
,,,,,,,,,,,,,,,,,,,
AUTOLAVADO,,,A4H3815ST,CARRETE AGUA AP ABIERT P/ 15MST 400,,,PIEZA,,ACCESORIOS,ACCS,,,,CARWASH,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,A5B,ARRANCADOR BIFASICO WEG 5HP 220V,,,PIEZA,,MOTORES,ELECTRICO,,,,PARTES,,,,,
,"incluye cable uso rudo, caja botonera, relevador y contactor",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,A5T,ARRANCADOR TRIFASICO WEG 5HP 220V,,,PIEZA,,MOTORES,ELECTRICO,,,,PARTES,,,,,
,CON PERILLA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TALLER,,,A6,ABRAZADERA A.I. TRUPPER M-6,,,PIEZA,,CONSUMIBLE,CONSUMIBL,,,,CONSUMIBLES,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70001,BELL ATTACHMENT NOZZLE,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70010,STEAM GUN K26 WITH NOZZLE L.300,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,,
,STEAM GUN K26 WITH NOZZLE L.300,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70011,STEAM GUN K26 WITH NOZZLE L.450,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,,
,"STEAM GUN K26 WITH NOZZLE L.450 (18"")",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70012,Steam Gun K26 (L.600mm),,,PIEZA,,VAPOR,VAPOR SECO,,,Kit,EQ. VAPOR,,,,47121903,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70013,STEAM GUN K26 WITH NOZZLE L 1000,,,PIEZA,,VAPOR,VAPOR SECO,,,Kit,EQ. VAPOR,,,,47121903,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70014,STEAM GUN K26 WITH WEED RAMOVAL,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70015,00-70015 STEAM GUN K26 W/3.5MM NOZZLE,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,47121903,
,"Standard Gun is included in all Optima, 3.5 mm Nozzle installed.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70019,STEAM GUN RL22 W/ 5.5MM NOZZLE,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70021,SILENCE TEAM NOZZLE + QUICK PLUG (8´´),,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,47121903,
,SILENCE TEAM NOZZLE + QUICK PLUG (8´´),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70025,FLAT FAN NOZZLE 50,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,47121903,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70029,SPRAY BOTTLE,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70030,00-70030 STEAM HOSE 10 METROS,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,47121903,
,MANGUERA 10 METROS OPTIMA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70039,POWER STEAM HOSE 10M,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,,
,MAGUERA DE PODER OPTIMA STEAMER,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70058,STEAM HOSE 5 POLY 3/8 20M (65´),,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,47121903,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70059,POWER STEAM HOSE 15M,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,,
,MAGUERA DE PODER OPTIMA STEAMER,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70060,POWER STEAM HOSE 20 METROS,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70142,00-70142 FUEL PUMP ASSEMBLY 115V,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70248,FLAT NOZZLE 100 X 100 + QUICK PLUG,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,47121903,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70256,"Lance 250 with brush holder, lon",,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70257,"Lance 400 with brush holder, long",,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,47121903,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70271,00-70271 SCREEN WATER FILTER,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,,
,Screen Water Filter - 5/2013 models & older,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70274,STEAM GUN K26 w/quick copler,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,,
,STEAM GUN K26 w/quick copler,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70285,"LANCE 700 WITH HOLDER, LONG",,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,,
,"LANCE 700 WITH HOLDER, LONG  PF20B",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70289,LANCE 400 WITH ACC,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,,
,"LANCE 400 WITH ACC   HOLDER SHORT ** USE A70257
DISCONTINUED",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70290,Lance 250 with acc. Holder (short),,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70292,ANTI-SCALING,,,PIEZA,,VAPOR,,,,,EQ. VAPOR,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70303,Lance 100 with Brush Holder +,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,47121903,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70345,Small Brush D.27 with Brass Bristles,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,47121903,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70346,Small Brush D.27 with Polyester,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,47121903,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70347,Round Brush D.65 with Polyester,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70663,"Copper Pipe D.4 L=265, Press. Switch DMF",,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,47121903,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70673,00-70673 COPPER PIPE D.4,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,47121903,
,"L=485, HUMIDIFICATION LINE, DM/EST 5/2013 & OLDER",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70947,COMBINATION LANCE KIT W/BRUSH+ HARDER,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A70948,COMBINATION LANCE KIT W/SCRUBBER+SQUEEGE,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A71605,85-50179 Steam Extractor Hand Tool Optim,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,47121903,
,85-50179 NUEVO CODIGO,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A71607,SILENCE STEAM NOZZLE + QUICK PLUG,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,47121903,
,"Conncets to quick coupling gun, wich lowers decibal count when working in quieter enviroment.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A71608,Turbo Steam Nozzle with Quick,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,47121903,
,"Turbo Steam Nozzle with Quick
plug",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A71609,TORNADO FLOOR SPINNER,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,,
,TORNADO FLOOR SPINNER,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A71612,MOP WAND 3.6M (12´),,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A71620,BARREL WAND TOOL WITH DIGITAL THERMOMETE,,,PIEZA,,VAPOR,VAPOR SECO,,,,EQ. VAPOR,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A71712,"Air Purge Valve Assembly, 115V ver. 2 -",,,PIEZA,,VAPOR,,,,,REFACCIONES,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,A71850,"Copper pipe D.4 L.124, pressure s/w, DM/",,,PIEZA,,VAPOR,,,,,EQ. VAPOR,,,,47121903,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,A7T,ARRANCADOR TRIFASICO WEG 7.5HP 220V,,,PIEZA,,MOTORES,ELECTRICO,,,,PARTES,,,,,
,"incluye cable uso rudo, caja botonera, relevador y contactor",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TALLER,,,A8,ABRAZADERA A.I. TRUPPER M-8,,,PIEZA,,CONSUMIBLE,CONSUMIBL,,,,CONSUMIBLES,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,A9-30-1086,CONTACTOR A9 9A 440V ABB ISBL141001R8610,,,PIEZA,,MOTORES,ELECTRICO,,,,BOQUILLAS ALTA,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AA430ML-1-PP-50,"FILTRO POLIPROPILENO 1"" DIAM",,,PIEZA,,ACCESORIOS,FILTROS,,,,FILTROS ACCS,,,,40161502,
,STRAINER ASSY POLYPROPOLENE 1´´ INLET 1´´NPT-F OUTLET 1´´NPT-F,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,AB,SERVICIO DE AGUA PARA BATERIA,,,E48,,TENNANT,,,,Ser.,CONSUMIBLES,,,,47121600,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,ABV038,ABV038 VALVULA DE BOLA 3/8 QC,,,PIEZA,,ACCESORIOS,CONEXIONES,Lote/Serie/Pedim,,,X_OBSOLETOS,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,AC15W40,15W40 MOBIL,,,LITRO,,MOTORES,COMBUSTION,,,,VARIOS,,,,,
,,,,,,,,,,,,,,,,,,,
DESAZ,,,ACCES3010,ACCESORIOS DESAZOLVE 3010,,,PIEZA,,DAZOLVE,SEWHOSE,,,Kit,SEWER,,,,,
,"ACCESORIOS DESAZOLVE 3010   
MANGUERA DE 400FT, SELECTOR DE AGUA, HANDLE
BOQUILLAS",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,ACEITE HIDRAULICO,ACEITE HIDRAULICO,,,LITRO,,TENNANT,FREGADORAS,,,,CONSUMIBLES,,,,12181600,
,,,,,,,,,,,,,,,,,,,
LUBRIC,,,ACEITE M30,ACEITE DE MOTOR MITSUBISHI,,,LITRO,,,,,,,CONSUMIBLES,,,,47121600,
,M30,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,ACEITE MOTOR,ACEITE DE MOTOR,,,LITRO,,GIANT PUMP,P420A,,,,CONSUMIBLES,,,,12181600,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,ACHIDRA,HIDRAULICO ISO 100 MOBIL,,,LITRO,,MOTORES,COMBUSTION,,,,VARIOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,ACI5000,INYECTOR DE QUIMICOS 5000 PSI,,,PIEZA,,ACCESORIOS,INYECTORES,,,,BOQUILLAS ALTA,,,,,
,INYECTOR DE QUIMICOS PARA 5000 PSI,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,ACI900,MANGUERA Y FILTRO PARA INYECTOR QUIM,,,PIEZA,,ACCESORIOS,FILTROS,,,,FILTROS ACCS,,,,40142008,
,"23.0065
MANGUERA Y FILTRO PARA INYECTOR QUIM 4 FT LONG",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ADMON,,,ADMON,ACT. DE VENTAS Y PROMOCION DE NEGOCIOS,,,E48,,,,,,Ser.,,,,,80141600,
,PUBLICIDAD www.hidrotodo.mx en red social FACEBOOK,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,AF30-406,FILTRO AIRE P/ MOTOR MPOWER 8HP,,,PIEZA,,MOTORES,COMBUSTION,,,,BOQUILLAS ALTA,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,AF60-400,CONTROL ACELERADOR PLASTICO MURRAY,,,PIEZA,,MOTORES,COMBUSTION,,,,BOQUILLAS ALTA,,,,,
,CONTROL ACELERADOR PLASTICO MURRAY,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
NEUMATICA,,,AG1-PH65-08M1,COMPRESOR DE AIRE  Y GENERADOR MITM,,,PIEZA,,COMPRESOR,COMPRESOR1,,,,COMPRESOR,,,,,
,"COMPRESOR DE AIRE Y GENERADOR  MITM UNA ETAPA MOTOR HONDA 196CC, 1800 WATTS, 11.6 @ 100",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AGRO10ET,MODULO ASPERSOR 10HP 3F/220V C/AT0055,,,PIEZA,,HIDROLAVAD,H.A.F.ELEC,,,,ASPERSORES,,,,,
,"MODULO AGROPECUARIO PARA FUMIGAR PRODUCTOS DEL CAMPO Y PECUARIO DE 5HP TRIFASICO CON BOMBA ITALIANA AT0055 Y ACCS. EN BASE, SIN PERIFERICOS",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
POTENCIA,,,AGT001,TANQUE GASOLINA 6 GALONES,,,PIEZA,,MOTORES,COMBUSTION,Lote/Serie/Pedim,,,BOQUILLAS ALTA,,,,,
,con valvula check y manguera,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AGT002,"AGT020 FUEL TANK ASSY, REMOTE",,,PIEZA,,ENSAMBLE,,Lote/Serie/Pedim,,,ACCS.,,,,20142900,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AGU036AP-1B,KIT PISTOLA-LANZA-PORTABOQUILLA,,,PIEZA,,ACCESORIOS,GATILLOS,,,Kit,BOQUILLAS ALTA,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AGU036AP-I,"KIT DE LANZA Y PISTOLA 36"" AP1000 W",,,PIEZA,,ACCESORIOS,GATILLOS,,,,X_OBSOLETOS,,,,,
,CON QC BRONCE,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AGU070,AGU070 KIT DE LANZA Y PISTOLA 7000PSI,,,PIEZA,,ACCESORIOS,GATILLOS,,,,BOQUILLAS ALTA,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AGU070-S,AGU070 KIT DE LANZA Y PISTOLA 7000PSI,,,PIEZA,,ACCESORIOS,GATILLOS,,,,BOQUILLAS ALTA,,,,,
,"GUN WAND ASSY 7000PSI W/36"" WAND/10K QCS",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ADMON,,,AGUA,AGUA,,,-,,SERVICIOS,AGUA,,,Ser.,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,AGUA BATERIAS PZA,AGUA DESTILADA PARA EQUIPOS TENNANT,,,PIEZA,,TENNANT,,,,,REFACCIONES,,,,47121600,
,1 pieza,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,AGUA PARA BATERIAS,AGUA DESTILADA PARA EQUIPOS TENNANT,,,CAJA,,TENNANT,MTTO TENNA,,,,CONSUMIBLES,,,,47121600,
,CAJA INCLUYE 30 BOTELLAS DE 500 ML,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LIMPIEZA,,,AGUABATERIA,AGUA DESTILADA PARA EQUIPOS TENNANT,,,CAJA,,TENNANT,,,,,CONSUMIBLES,,,,47121600,
,CAJA INCLUYE 24 BOTELLAS DE 500 ML,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ADMON,,,AGUABONAFONT,AGUA 50ML BONAFONT PAQ C/24,,,PIEZA,,CAFE,,,,,CONSUMIBLES,,,,,
,,,,,,,,,,,,,,,,,,,
ADMON,,,AGUINALDO,AGUINALDO,,,E48,,SERVICIOS,,,,Ser.,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AHS120-HCM,"MANGUERA 3/8"" X 25FT PC 4000PSI QC'S",,,PIEZA,,ACCESORIOS,MANGUERAS,,,,BOQUILLAS ALTA,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AHS330,AHS330 MANGUERA 3/8X50 PC5000 BLACKW/RED,,,PIEZA,,ACCESORIOS,MANGUERAS,Lote/Serie/Pedim,,,X_OBSOLETOS,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AHS335,MANGUERA 5000 PSI 3/8^ 100FT C/ CONEX,,,PIEZA,,ACCESORIOS,MANGUERAS,Lote/Serie/Pedim,,,X_OBSOLETOS,,,,,
,,,,,,,,,,,,,,,,,,,
ADMON,,,AJUSTE,DIFERNCIA AJUSTE,,,-,,,,,,Ser.,,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AL302,"LANZAS DE ACERO INOXIDABLE GP 36""",,,PIEZA,,ACCESORIOS,LANZAS,,,,BOQUILLAS ALTA,,,,,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AL324,"LANZAS GP 36"" INSUL GRIP 1/4""",,,PIEZA,,ACCESORIOS,LANZAS,,,,LANZAS ACCS,,,,47121903,
,,,,,,,,,,,,,,,,,,,
ALTA PRESI,,,AL413F-1.25,BOQUILLA HI LO VARIABLE +2000PSI,,,PIEZA,,ACCESORIOS,BOQUILLAS,,,,X_OBSOLETOS,,,,,
